Permit_Key,Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Address,Coordinates,Application_Date_Key,Issued_Date_Key,Completed_Date_Key
3165,21 182456 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,2,STRACHAN,AVE, ,M6K,874651,S1027,2021-07-10,2021-09-23,,Permit Issued,Proposal for north corridor and ramp retrofits for  Enercare Centre - Canadian Exhibition Place.,"2,STRACHAN,AVE   M6K",POINT (-79.410664 43.6369),7951,8026,
3166,21 183392 BLD,New Houses,SFD - Detached,New Building,219,CRAVEN,RD, ,M4L,3950885,S1439,2021-07-13,2023-05-11,,Inspection,To construct a new 2 storey single family dwelling with finished basement.,"219,CRAVEN,RD   M4L",POINT (-79.319745 43.669287),7954,8621,
3167,21 183508 BLD,New Houses,SFD - Detached,New Building,501,ATLAS,AVE, ,M6C,51129,S1223,2021-07-13,2021-09-22,,Inspection,Construct new two storey dwelling ,"501,ATLAS,AVE   M6C",POINT (-79.436833 43.695499),7954,8025,
3168,21 184553 BLD,New Houses,SFD - Detached,New Building,6,KNIGHTSWOOD,RD, ,M4N,2360310,N1523,2021-07-15,2021-08-25,,Inspection,Proposal to demolish existing single family dwelling and construct a new 2 storey single family dwelling.,"6,KNIGHTSWOOD,RD   M4N",POINT (-79.393928 43.739413),7956,7997,
3169,21 184563 BLD,New Houses,SFD - Detached,New Building,546,FAIRLAWN,AVE, ,M5M,513977,N0824,2021-07-15,2021-09-09,,Inspection,Proposal to construct a new two storey single family dwelling with an integral garage,"546,FAIRLAWN,AVE   M5M",POINT (-79.428625 43.725776),7956,8012,
3170,21 184960 BLD,New Houses,SFD - Detached,New Building,350,WALMER,RD, ,M5R,7986494,S1236,2021-07-15,2022-02-23,,Inspection,"Three storey dwelling with attached garage, created through consent","350,WALMER,RD   M5R",POINT (-79.41141 43.680525),7956,8179,
3171,21 185083 BLD,New Houses,SFD - Detached,New Building,46,BANNON,AVE, ,M8X,985778,W0322,2021-07-16,2021-08-11,,Inspection,Three storey dwelling with attached garage,"46,BANNON,AVE   M8X",POINT (-79.506608 43.657883),7957,7983,
3172,21 185147 BLD,New Houses,SFD - Detached,New Building,98,BERKINSHAW,CRES, ,M3B,489052,N1623,2021-07-16,2021-08-05,,Inspection,Construct  new single family dwelling with integral Garage finished basement,"98,BERKINSHAW,CRES   M3B",POINT (-79.34858 43.740672),7957,7977,
3173,21 185438 BLD,New Houses,SFD - Detached,New Building,140,HOLMES,AVE, ,M2N,5200775,N1825,2021-07-16,2021-08-18,,Inspection,Proposal to construct a new 2 storey single family dwelling and demolish the existing 2 storey single family dwelling,"140,HOLMES,AVE   M2N",POINT (-79.40482 43.780161),7957,7990,
3174,21 185478 BLD,New Houses,SFD - Detached,New Building,350,WALMER,RD, ,M5R,7986494,S1236,2021-07-16,2022-09-12,,Inspection,"Three storey dwelling with attached garage, created through consent","350,WALMER,RD   M5R",POINT (-79.41141 43.680525),7957,8380,
3175,21 185614 BLD,New Houses,SFD - Detached,New Building,6,GLENADEN,AVE,E,M8Y,7862890,W0327,2021-07-17,2021-08-20,,Permit Issued,Demolish existing two storey and construct a three storey sfd with attached single garage and  finished basement.,"6,GLENADEN,AVE E M8Y",POINT (-79.502373 43.643294),7958,7992,
3176,21 185648 BLD,New Houses,SFD - Detached,New Building,380,CORTLEIGH,BLVD, ,M5N,9035854,N0828,2021-07-17,2021-09-08,,Inspection,To demolish existing dwelling and construct a new two storey dwelling ,"380,CORTLEIGH,BLVD   M5N",POINT (-79.425893 43.710298),7958,8011,
3177,21 186310 BLD,Building Additions/Alterations,Multiple Unit Building,Interior Alterations,877,YONGE,ST, ,M4W,8680079,S1129,2021-07-19,2021-08-20,,Inspection,"Proposal for interior alterations to existing senior residential building, a total of 244 dwelling units proposed, existing was 188 dwelling units.(no changes to existing commercial spaces)","877,YONGE,ST   M4W",POINT (-79.387976 43.674258),7960,7992,
3178,21 186730 BLD,New Houses,SFD - Semi-Detached,New Building,92,MACPHERSON,AVE, ,M5R,8680895,S1128,2021-07-20,2021-09-16,,Inspection,Proposal to demolish existing 2 storey semi detached dwelling and construct a new 3 storey semi detached single family dwelling.,"92,MACPHERSON,AVE   M5R",POINT (-79.393839 43.678609),7961,8019,
3179,21 188052 BLD,New Houses,SFD - Detached,New Building,1331,AVENUE,RD, ,M5N,8322764,N0829,2021-07-22,2021-08-31,,Inspection,Proposal to construct a new two storey single family dwelling with an integral garage,"1331,AVENUE,RD   M5N",POINT (-79.412407 43.716518),7963,8003,
3180,21 188231 BLD,New Houses,SFD - Detached,New Building,18,HERNE,HILL, ,M9A,1006899,W0229,2021-07-22,2021-09-10,,Inspection,Proposal to demolish existing sfd and construct new two-storey detached dwelling.,"18,HERNE,HILL   M9A",POINT (-79.524801 43.658604),7963,8013,
3181,21 188319 BLD,New Houses,SFD - Detached,New Building,7,KNIGHTSWOOD,RD, ,M4N,2360311,N1523,2021-07-22,2021-08-24,,Permit Issued,"Proposal to demolish the existing detached 1-1/2 storey brick dwelling and construct a new detached single family dwelling, with 2 storey, a finished basement, and integral garage.  ","7,KNIGHTSWOOD,RD   M4N",POINT (-79.39398 43.738816),7963,7996,
3182,21 188474 BLD,Building Additions/Alterations,Apartment Building,Interior Alterations,3939,LAWRENCE,AVE,E,M1G,14231689,E2431,2021-07-22,2021-08-24,,Inspection,Proposal for Interior alterations to ground floor lobby and community spaces for existing apartment residential building ,"3939,LAWRENCE,AVE E M1G",POINT (-79.205313 43.763498),7963,7996,
3183,21 188747 BLD,New Houses,SFD - Detached,New Building,84,FLORENCE,AVE, ,M2N,517021,N1827,2021-07-23,2021-08-10,,Inspection,"Proposal to demolish existing sfd, sever lot, and construct two new two-storey detached dwellings - Part 1.","84,FLORENCE,AVE   M2N",POINT (-79.414407 43.757525),7964,7982,
3184,21 188761 BLD,New Houses,SFD - Detached,New Building,84,FLORENCE,AVE, ,M2N,517021,N1827,2021-07-23,2021-09-02,,Inspection,"Proposal to demolish existing sfd, sever lot, and construct two new two-storey detached dwellings - Part 2.","84,FLORENCE,AVE   M2N",POINT (-79.414407 43.757525),7964,8005,
3185,21 188935 BLD,New Houses,SFD - Detached,New Building,4,PINE RIDGE,DR, ,M1M,5016223,E2037,2021-07-23,2022-01-20,,Inspection,Proposal to construct a new 2 storey single family dwelling,"4,PINE RIDGE,DR   M1M",POINT (-79.22439 43.726992),7964,8145,
3186,21 188944 BLD,New Houses,SFD - Detached,New Building,81,ELMCREST,RD, ,M9C,7935450,W0231,2021-07-23,2021-12-03,,Inspection,Construct new 2 storey SFD with integral Garage and finished basement.,"81,ELMCREST,RD   M9C",POINT (-79.584925 43.645871),7964,8097,
3187,21 189023 BLD,New Houses,SFD - Detached,New Building,81,ELMCREST,RD, ,M9C,7935450,W0231,2021-07-23,2022-01-04,,Inspection,Construct new 2 storey SFD with integral Garage and finished basement.,"81,ELMCREST,RD   M9C",POINT (-79.584925 43.645871),7964,8129,
3188,21 189210 BLD,Building Additions/Alterations,Apartment Building,Interior Alterations,4,ANTRIM,CRES, ,M1P,302306,E2123,2021-07-24,2021-09-02,,Permit Issued,The scope of work consists of replacing the indoor diesel generator (125 KW) with a new self-contained outdoor natural gas generator (150 KW),"4,ANTRIM,CRES   M1P",POINT (-79.284331 43.771752),7965,8005,
3189,21 189347 BLD,New Houses,SFD - Detached,New Building,122,LATIMER,AVE, ,M5N,831506,N0833,2021-07-25,2021-08-11,,Inspection,To demolish existing dwelling and construct a new two storey dwelling,"122,LATIMER,AVE   M5N",POINT (-79.417028 43.705884),7966,7983,
3190,21 189510 BLD,New Houses,SFD - Detached,New Building,29,BRIARFIELD,DR, ,M3B,492096,N1624,2021-07-26,2021-10-13,,Inspection,Proposal to demolish existing dwelling and construct a new 2 storey single family dwelling with attached garage.,"29,BRIARFIELD,DR   M3B",POINT (-79.338223 43.738783),7967,8046,
3191,21 190211 BLD,New Houses,SFD - Detached,New Building,121,REGINA,AVE, ,M6A,555047,N0823,2021-07-27,2021-09-08,,Inspection,Proposal to demolish existing sfd and construct new two-storey detached dwelling.,"121,REGINA,AVE   M6A",POINT (-79.440456 43.725759),7968,8011,
3192,21 190387 BLD,New Houses,SFD - Detached,New Building,2,STUBBS,DR, ,M2L,5171288,N1522,2021-07-27,2021-09-13,,Inspection,To demolish existing dwelling and construct a new two storey dwelling,"2,STUBBS,DR   M2L",POINT (-79.36644 43.760294),7968,8016,
3193,21 190598 BLD,New Houses,SFD - Detached,New Building,185,THE KINGSWAY, , ,M8X,10663999,W0322,2021-07-27,2021-09-15,,Inspection,Proposal for 2 storey Single Family Dwelling with integral Garage. ,"185,THE KINGSWAY,    M8X",POINT (-79.514164 43.657305),7968,8018,
3194,21 190674 BLD,New Houses,SFD - Detached,New Building,9,AURA LEA,BLVD, ,M9M,484762,W0733,2021-07-28,2021-08-13,,Inspection,"Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage, a finished basement and a rear yard cabana. ","9,AURA LEA,BLVD   M9M",POINT (-79.536188 43.723281),7969,7985,
3195,21 190878 BLD,New Houses,SFD - Detached,New Building,57,FLORENCE,AVE, ,M2N,517007,N1827,2021-07-28,2021-11-30,,Inspection,Construct a new two storey single family dwelling with integral garage and finished basement. ,"57,FLORENCE,AVE   M2N",POINT (-79.412979 43.757409),7969,8094,
3196,21 191031 BLD,New Houses,SFD - Detached,New Building,149,HIGHLAND,CRES, ,M2L,526716,N1523,2021-07-28,2021-10-13,,Inspection,"To demolish existing dwelling, sever lot and construct a new two storey dwelling ","149,HIGHLAND,CRES   M2L",POINT (-79.384936 43.744636),7969,8046,
3197,21 191039 BLD,New Houses,SFD - Detached,New Building,149,HIGHLAND,CRES, ,M2L,526716,N1523,2021-07-28,2021-10-29,,Inspection,"To demolish existing dwelling, sever lot and construct a new two storey dwelling ","149,HIGHLAND,CRES   M2L",POINT (-79.384936 43.744636),7969,8062,
3198,21 191704 BLD,New Houses,SFD - Detached,New Building,32,POPLAR,AVE, ,M9B,1024034,W0323,2021-07-29,2021-08-27,,Inspection,CONSTRUCT NEW 2 STOREY HOUSE WITH FINISHED BASEMENT,"32,POPLAR,AVE   M9B",POINT (-79.541741 43.638316),7970,7999,
3199,21 191910 BLD,New Houses,SFD - Detached,New Building,372,RUSTIC,RD, ,M6L,558419,W0522,2021-07-30,2021-10-15,,Inspection,Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 21 191895 DEM and 21 167814 ZZC.,"372,RUSTIC,RD   M6L",POINT (-79.488417 43.715964),7971,8048,
3200,21 191953 BLD,New Houses,SFD - Detached,New Building,381,WINNETT,AVE, ,M6C,77895,S1223,2021-07-30,2021-09-03,,Inspection,Proposal to construct a new two storey single family dwelling with an integral garage,"381,WINNETT,AVE   M6C",POINT (-79.435083 43.693767),7971,8006,
3201,21 192541 BLD,New Houses,SFD - Detached,New Building,131,NORTHWOOD,DR, ,M2M,546408,N1823,2021-08-01,2021-08-26,,Inspection,Construct a two storey dwelling ,"131,NORTHWOOD,DR   M2M",POINT (-79.405202 43.792687),7973,7998,
3202,21 193483 BLD,New Houses,SFD - Detached,New Building,4,ASHTON MANOR, , ,M8Y,984808,W0328,2021-08-04,2021-09-29,,Inspection,"Proposal to demolish existing dwelling and construct a new two storey single family dwelling, with single car garage, finished basement, and basement walkout.","4,ASHTON MANOR,    M8Y",POINT (-79.504824 43.646149),7976,8032,
3203,21 193640 BLD,Building Additions/Alterations,Multiple Unit Building,Interior Alterations,90,QUEEN,ST,E,M5C,11273045,S1332,2021-08-04,2022-03-28,,Inspection,Proposal to demolish portions of 3 Mutual St and 98-104 Queen St. E. Richard Bigley Building and Heritage Facade retention of 3 Mutual and 98-104 Queen St. E.,"90,QUEEN,ST E M5C",POINT (-79.374216 43.653665),7976,8212,
3204,21 194425 BLD,New Houses,SFD - Semi-Detached,New Building,90,MACPHERSON,AVE, ,M5R,8680893,S1128,2021-08-06,2021-09-15,,Inspection,Proposal to demolish existing 2 storey semi detached dwelling and construct a new 3 storey semi detached single family dwelling.,"90,MACPHERSON,AVE   M5R",POINT (-79.393796 43.678648),7978,8018,
3205,21 195264 BLD,New Houses,SFD - Detached,New Building,188,HADDINGTON,AVE, ,M5M,524664,N0824,2021-08-08,2021-08-27,,Inspection,Construct a new two storey detached dwellng with finished basement,"188,HADDINGTON,AVE   M5M",POINT (-79.426078 43.733886),7980,7999,
3206,21 195782 BLD,New Houses,SFD - Detached,New Building,26,TREMONT,RD, ,M9B,8745667,W0323,2021-08-09,2021-10-28,,Inspection,"Proposal to demolish the existing house and build a new detached single family dwelling with finished basement, 2 1/2 storey high, with integral garage, swimming pool at the back and an ancillary building at rear. ","26,TREMONT,RD   M9B",POINT (-79.551865 43.635852),7981,8061,
3207,21 196017 BLD,New Houses,SFD - Detached,New Building,12,ROSTREVOR,RD, ,M6C,72601,S1224,2021-08-10,2021-09-03,,Inspection,Proposal to construct a new 2 storey single family dwelling and demolish the existing 2 storey single family dwelling,"12,ROSTREVOR,RD   M6C",POINT (-79.428612 43.699057),7982,8006,
3208,21 196604 BLD,New Houses,SFD - Detached,New Building,505,SOUDAN,AVE, ,M4S,10485991,N1530,2021-08-11,2021-08-27,,Inspection,Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement.,"505,SOUDAN,AVE   M4S",POINT (-79.383087 43.707181),7983,7999,
3209,21 196902 BLD,New Houses,SFD - Detached,New Building,192,SHELDRAKE,BLVD, ,M4P,7730415,N1526,2021-08-11,2022-02-15,,Inspection,Proposal to construct a new 2 storey single family dwelling and demolish the existing 2 storey single family dwelling,"192,SHELDRAKE,BLVD   M4P",POINT (-79.394266 43.715969),7983,8171,
3210,21 196928 BLD,New Houses,SFD - Detached,New Building,2998,WESTON,RD, ,M9M,30129907,W0733,2021-08-11,2022-06-20,,Inspection,"Proposal to demolish existing sfd, sever lot into 5 new parcels, and construct 5 new single detached dwellings - Lot 2.","2998,WESTON,RD   M9M",POINT (-79.536034 43.727534),7983,8296,
3211,21 196929 BLD,New Houses,SFD - Detached,New Building,1,GEORGE MCKENZIE,CRT, ,###,30129908,W0733,2021-08-11,2022-06-20,,Inspection,"Proposal to demolish existing sfd, sever lot into 5 new parcels, and construct 5 new single detached dwellings - Lot 3.","1,GEORGE MCKENZIE,CRT   ###",POINT (-79.536222 43.727896),7983,8296,
3212,21 196931 BLD,New Houses,SFD - Detached,New Building,3,GEORGE MCKENZIE,CRT, ,###,30129909,W0733,2021-08-11,2022-06-20,,Inspection,"Proposal to demolish existing sfd, sever lot into 5 new parcels, and construct 5 new single detached dwellings - Lot 4.","3,GEORGE MCKENZIE,CRT   ###",POINT (-79.535829 43.72797),7983,8296,
3213,21 196932 BLD,New Houses,SFD - Detached,New Building,5,GEORGE MCKENZIE,CRT, ,###,30129910,W0733,2021-08-11,2022-06-08,,Inspection,"Proposal to demolish existing sfd, sever lot into 5 new parcels, and construct 5 new single detached dwellings - Lot 5.","5,GEORGE MCKENZIE,CRT   ###",POINT (-79.535953 43.727954),7983,8284,
3214,21 197176 BLD,New Houses,SFD - Detached,New Building,106,GLENAYR,RD, ,M5P,811866,S1225,2021-08-12,2021-09-09,,Inspection,Proposal to construct a new two storey single family dwelling with an integral garage,"106,GLENAYR,RD   M5P",POINT (-79.418724 43.693238),7984,8012,
3215,21 197261 BLD,New Houses,2 Unit - Detached,New Building,19,BURLINGTON,ST, ,M8V,7973811,W0336,2021-08-12,2022-04-20,,Inspection,Proposal to construct a new 3 storey duplex ,"19,BURLINGTON,ST   M8V",POINT (-79.488153 43.617767),7984,8235,
3216,21 197616 BLD,New Houses,SFD - Detached,New Building,525,GLEN PARK,AVE, ,M6B,520418,N0826,2021-08-12,2021-08-31,,Inspection,To demolish most of existing foundation wall and construct a new two storey dwelling ,"525,GLEN PARK,AVE   M6B",POINT (-79.459656 43.706563),7984,8003,
3217,21 197739 BLD,New Building,Apartment Building,New Building,200,KEEWATIN,AVE, ,M4P,7664691,N1526,2021-08-12,2023-07-05,,Inspection,Proposal to construct a 4 storey residential Condominium building containing 36 units and parking on ground floor. This also includes partial permits for the foundation and structural framing.,"200,KEEWATIN,AVE   M4P",POINT (-79.393604 43.713793),7984,8676,
3218,21 198977 BLD,New Houses,SFD - Detached,New Building,5,ROBLIN,AVE, ,M4C,32769,S1925,2021-08-16,2021-10-04,,Inspection,Construct a new two storey dwelling with a finished basement,"5,ROBLIN,AVE   M4C",POINT (-79.322983 43.695758),7988,8037,
3219,21 199233 BLD,New Houses,SFD - Detached,New Building,107,ARMOUR,BLVD, ,M3H,484158,N0630,2021-08-16,2021-10-19,,Inspection,"Construct new two storey dwelling with finished basement, attached garage","107,ARMOUR,BLVD   M3H",POINT (-79.425904 43.742094),7988,8052,
3220,21 199469 BLD,New Houses,SFD - Detached,New Building,43,WESTLEIGH,CRES, ,M8W,5662796,W0330,2021-08-17,2021-09-24,,Inspection,"Construct a new two storey SFD-Detached dwelling with a cover porch, integral 2 car attached garage, basement walkout and shed","43,WESTLEIGH,CRES   M8W",POINT (-79.550871 43.597081),7989,8027,
3221,21 199553 BLD,New Houses,SFD - Detached,New Building,510,ST CLEMENTS,AVE, ,M5N,873254,N0833,2021-08-17,2021-09-07,,Inspection,Proposal to construct a new 2 storey detached dwelling with a rear deck and integral garage. ,"510,ST CLEMENTS,AVE   M5N",POINT (-79.418505 43.709025),7989,8010,
3222,21 200042 BLD,New Houses,SFD - Detached,New Building,315,PATRICIA,AVE, ,M2R,549944,N1822,2021-08-17,2021-10-28,,Permit Issued,Proposal to demolish existing sfd and construct new two-storey detached dwelling.,"315,PATRICIA,AVE   M2R",POINT (-79.433317 43.786669),7989,8061,
3223,21 200243 BLD,New Houses,SFD - Detached,New Building,181,HORSHAM,AVE, ,M2N,529053,N1824,2021-08-18,2021-10-20,,Inspection,"Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and 2 levels of finished basement. See also 21 200237 DEM, 21 118942 ZZC and 21 135545 MV.","181,HORSHAM,AVE   M2N",POINT (-79.424068 43.772325),7990,8053,
3224,21 200724 BLD,New Houses,SFD - Detached,New Building,69,PRENNAN,AVE, ,M9B,1024466,W0234,2021-08-18,2021-10-06,,Inspection,Proposal for a new 2 storey Single Family Dwelling with Integral Garage and finished Basement. ,"69,PRENNAN,AVE   M9B",POINT (-79.538819 43.6473),7990,8039,
3225,21 200831 BLD,New Houses,SFD - Detached,New Building,66,YORKVIEW,DR, ,M2R,579342,N1824,2021-08-18,2021-09-27,,Inspection,Proposal to demolish the existing house and construct a new two storey detached single family house with finished basement and integral garage.,"66,YORKVIEW,DR   M2R",POINT (-79.430519 43.773263),7990,8030,
3226,21 201000 BLD,New Houses,SFD - Detached,New Building,88,KILBARRY,RD, ,M5P,827907,S1226,2021-08-19,2021-10-01,,Inspection,Proposal to construct a new two storey single family dwelling with an integral garage and finished basement.,"88,KILBARRY,RD   M5P",POINT (-79.40574 43.695069),7991,8034,
3227,21 201073 BLD,New Houses,SFD - Detached,New Building,73,GEORGE HENRY,BLVD, ,M2J,519559,N1730,2021-08-19,2021-09-10,,Inspection,Proposed to demolish the existing 2 storey detached House and to build a new 2 storey Single Family Dwelling. ,"73,GEORGE HENRY,BLVD   M2J",POINT (-79.350877 43.77268),7991,8013,
3228,21 201391 BLD,New Houses,SFD - Detached,New Building,229,RIVERSIDE,DR, ,M6S,9410373,S0430,2021-08-19,2021-09-24,,Inspection,Proposal for a new two storey single family dwelling with an integral garage,"229,RIVERSIDE,DR   M6S",POINT (-79.482557 43.642478),7991,8027,
3229,21 201448 BLD,New Building,Mixed Use/Res w Non Res,New Building,831,GLENCAIRN,AVE, ,M6B,520764,N0827,2021-08-19,2023-01-23,,Inspection,"10 storey residential apartment building containing 218 dwelling units, ground floor retail (361.48sqm), rooftop terrace, outdoor amenity areas, greenroof and two levels of underground parking - The Dylan","831,GLENCAIRN,AVE   M6B",POINT (-79.4439 43.708781),7991,8513,
3230,21 201531 BLD,New Houses,SFD - Detached,New Building,2,ALDERBROOK,DR, ,M3B,10364095,N1524,2021-08-19,2021-09-20,,Inspection,Proposed to demolish the existing House and to build a new House with integral Garage and Finished Basement. ,"2,ALDERBROOK,DR   M3B",POINT (-79.36338 43.73762),7991,8023,
3231,21 201738 BLD,New Houses,SFD - Detached,New Building,61,LAURENTIDE,DR, ,M3A,2130896,N1624,2021-08-20,2021-10-27,,Permit Issued,Proposed construction of a new 2 storey dwelling with an attached garage. ,"61,LAURENTIDE,DR   M3A",POINT (-79.340728 43.7534),7992,8060,
3232,21 202193 BLD,New Houses,SFD - Detached,New Building,303,RANEE,AVE, ,M6A,10386674,N0823,2021-08-20,2021-10-05,,Inspection,"Proposal to demolish existing dwelling to construct new two storey Single Family Dwelling, with integral garage, partially finished basement with walkout","303,RANEE,AVE   M6A",POINT (-79.451533 43.722445),7992,8038,
3233,21 202372 BLD,New Houses,SFD - Detached,New Building,11,WYNN,RD, ,M2R,577950,N1824,2021-08-21,2021-09-24,,Inspection, Two storey dwelling with attached garage and secondary suite in basement.,"11,WYNN,RD   M2R",POINT (-79.433478 43.766485),7993,8027,
3234,21 202640 BLD,New Houses,SFD - Detached,New Building,433,RUSTIC,RD, ,M6L,558466,W0526,2021-08-23,2021-12-23,,Inspection,"Construct a new two storey detached dwelling with intergal garage, cabana at rear of property and an inground swimming pool","433,RUSTIC,RD   M6L",POINT (-79.483627 43.716556),7995,8117,
3235,21 202826 BLD,New Houses,SFD - Detached,New Building,33,LYNNDALE,RD, ,M1N,7154413,E2033,2021-08-23,2021-11-22,,Inspection,"Proposal to construct a new 3 storey SFD-detached dwelling with an integral garage and a finished basement. See also 17 162013 ZZC, 17 212909 MV and Final and Binding A0288/17SC.","33,LYNNDALE,RD   M1N",POINT (-79.276436 43.681738),7995,8086,
3236,21 203376 BLD,New Houses,SFD - Detached,New Building,106,OTTER,CRES, ,M5N,547969,N0828,2021-08-24,2021-10-18,,Inspection,Proposal to construct a new detached dwelling.,"106,OTTER,CRES   M5N",POINT (-79.419588 43.721168),7996,8051,
3237,21 203804 BLD,New Houses,SFD - Detached,New Building,449,RUTH,AVE, ,M2M,558726,N1823,2021-08-25,2021-10-29,,Inspection,Proposal to demolish existing dwelling and construct a new two storey dwelling,"449,RUTH,AVE   M2M",POINT (-79.397104 43.793235),7997,8062,
3238,21 203806 BLD,New Houses,SFD - Detached,New Building,43,TRUEMAN,AVE, ,M8Z,1039872,W0326,2021-08-25,2022-05-04,,Permit Issued,Proposal for a two storey dwelling with attached garage and finished basement.,"43,TRUEMAN,AVE   M8Z",POINT (-79.524058 43.624721),7997,8249,
3239,21 204448 BLD,New Houses,SFD - Detached,New Building,45,SAVONA,DR, ,M8W,5504009,W0330,2021-08-26,2021-09-13,,Inspection,Proposed to build a new 2 Storey House. ,"45,SAVONA,DR   M8W",POINT (-79.553005 43.606144),7998,8016,
3240,21 204656 BLD,New Houses,SFD - Detached,New Building,458,HOUNSLOW,AVE, ,M2R,529441,N1824,2021-08-26,2021-09-29,,Inspection,"Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 21 204645 DEM, 21 133330 ZZC, 21 153886 MV, and Final and Binding A0361/21NY.","458,HOUNSLOW,AVE   M2R",POINT (-79.437223 43.770723),7998,8032,
3241,21 204700 BLD,New Houses,SFD - Detached,New Building,27,PRENNAN,AVE, ,M9B,1024431,W0234,2021-08-26,2021-11-01,,Inspection,Proposal to construct a new two storey single family dwelling with an integral garage,"27,PRENNAN,AVE   M9B",POINT (-79.537574 43.64416),7998,8065,
3242,21 204756 BLD,New Houses,2 Unit - Detached,New Building,499,WINONA,DR, ,M6C,78186,S1223,2021-08-26,2021-11-22,,Inspection,Proposal to construct a new two storey dwelling with a basement secondary suite.,"499,WINONA,DR   M6C",POINT (-79.436016 43.691174),7998,8086,
3243,21 204884 BLD,New Houses,SFD - Detached,New Building,5,BASKERVILLE,CRES, ,M9C,7795833,W0233,2021-08-26,2022-01-04,,Inspection,Proposed construction of a new 2-storey single family detached dwelling and demolition of the existing house.,"5,BASKERVILLE,CRES   M9C",POINT (-79.562641 43.633261),7998,8129,
3244,21 205253 BLD,New Houses,SFD - Detached,New Building,107,NEILSON,DR, ,M9C,1020583,W0233,2021-08-27,2021-12-20,,Inspection,DEMOLISH EXISTING DETACHED 1.5 STOREY DWELLING. CONSTRUCT NEW DETACHED 2 STOREY DWELLING,"107,NEILSON,DR   M9C",POINT (-79.566397 43.633375),7999,8114,
3245,21 205507 BLD,New Houses,SFD - Detached,New Building,62,CONLINS,RD, ,M1C,322326,E2532,2021-08-28,2022-03-23,,Permit Issued,Proposal to construct a new two storey single family dwelling with an integral garage.,"62,CONLINS,RD   M1C",POINT (-79.183447 43.786762),8000,8207,
3246,21 205743 BLD,New Houses,SFD - Detached,New Building,106,YORKMINSTER,RD, ,M2P,579267,N1521,2021-08-29,2021-09-17,,Inspection,Proposal to demolish the existing Dwelling and to construct a new 2 Storey Single Family Dwelling. ,"106,YORKMINSTER,RD   M2P",POINT (-79.396642 43.756048),8001,8020,
3247,21 206387 BLD,New Houses,SFD - Detached,New Building,38,FALCON,ST, ,M4S,804437,N1530,2021-08-31,2021-12-21,,Inspection,Proposal to construct a new 2 storey single family dwelling with a rear basement walk-out and rear deck. ,"38,FALCON,ST   M4S",POINT (-79.387233 43.707513),8003,8115,
3248,21 206696 BLD,New Houses,SFD - Detached,New Building,30,SUNNYCREST,RD, ,M2R,566596,N0622,2021-08-31,2022-05-02,,Inspection,Proposal to construct a new 2 storey single family dwelling and demolish the existing 2 storey single family dwelling,"30,SUNNYCREST,RD   M2R",POINT (-79.45459 43.784094),8003,8247,
3249,21 206769 BLD,New Houses,SFD - Detached,New Building,8,BRIGHTON,AVE, ,M4M,776128,S1435,2021-08-31,2021-10-12,,Inspection,Proposal for a new 2 storey Single Family Dwelling with Finished Basement. ,"8,BRIGHTON,AVE   M4M",POINT (-79.338005 43.664305),8003,8045,
3250,21 206891 BLD,New Houses,SFD - Detached,New Building,134,SEVENTH,ST, ,M8V,1031260,W0335,2021-09-01,2021-10-12,,Inspection,Proposal to construct a new 3 storey SFD-Detached and a detached garage at rear of property,"134,SEVENTH,ST   M8V",POINT (-79.50532 43.60023),8004,8045,
3251,21 207606 BLD,New Houses,SFD - Detached,New Building,20,DUVAL,DR, ,M6L,9531075,W0523,2021-09-02,2021-10-20,,Inspection,"Proposal to demolish the existing one storey house and construct a new detached single family dwelling 2 storey high, finished basement, and integral garage. ","20,DUVAL,DR   M6L",POINT (-79.475094 43.710958),8005,8053,
3252,21 207678 BLD,New Houses,SFD - Detached,New Building,378,CLEVELAND,ST, ,M4S,783823,N1530,2021-09-02,2021-11-16,,Inspection,Three storey detached dwelling and detached garage,"378,CLEVELAND,ST   M4S",POINT (-79.380983 43.709652),8005,8080,
3253,21 207699 BLD,New Houses,SFD - Detached,New Building,66,HAWKSBURY,DR, ,M2K,7941734,N1725,2021-09-02,2022-12-07,,Inspection,Proposal for a new 2 Storey detached Single Family Dwelling. ,"66,HAWKSBURY,DR   M2K",POINT (-79.378425 43.774292),8005,8466,
3254,21 208173 BLD,New Houses,2 Unit - Detached,New Building,4439,LAWRENCE,AVE,E,M1E,354656,E2538,2021-09-03,2021-12-03,,Inspection,Construct one detached SFD with one Second Suite,"4439,LAWRENCE,AVE E M1E",POINT (-79.164548 43.773002),8006,8097,
