Ethnoculture,Ward_ID,Population,Year
Pashtun,Ward 22,0,2016
Saudi Arabian,Ward 22,0,2016
Syrian,Ward 22,440,2016
Tajik,Ward 22,0,2016
Tatar,Ward 22,15,2016
Turk,Ward 22,385,2016
Turkmen,Ward 22,0,2016
Uighur,Ward 22,0,2016
Uzbek,Ward 22,0,2016
Yemeni,Ward 22,0,2016
"West Central Asian and Middle Eastern origins, n.i.e.",Ward 22,110,2016
South Asian origins,Ward 22,14690,2016
Bangladeshi,Ward 22,225,2016
Bengali,Ward 22,85,2016
Bhutanese,Ward 22,0,2016
East Indian,Ward 22,7710,2016
Goan,Ward 22,90,2016
Gujarati,Ward 22,10,2016
Kashmiri,Ward 22,15,2016
Nepali,Ward 22,55,2016
Pakistani,Ward 22,1250,2016
Punjabi,Ward 22,110,2016
Sinhalese,Ward 22,130,2016
Sri Lankan,Ward 22,4365,2016
Tamil,Ward 22,1605,2016
"South Asian origins, n.i.e.",Ward 22,700,2016
East and Southeast Asian origins,Ward 22,56120,2016
Burmese,Ward 22,35,2016
Cambodian (Khmer),Ward 22,20,2016
Chinese,Ward 22,48945,2016
Filipino,Ward 22,5885,2016
Hmong,Ward 22,0,2016
Indonesian,Ward 22,230,2016
Japanese,Ward 22,500,2016
Karen,Ward 22,0,2016
Korean,Ward 22,775,2016
Laotian,Ward 22,10,2016
Malaysian,Ward 22,195,2016
Mongolian,Ward 22,10,2016
Singaporean,Ward 22,10,2016
Taiwanese,Ward 22,260,2016
Thai,Ward 22,15,2016
Tibetan,Ward 22,0,2016
Vietnamese,Ward 22,700,2016
"East and Southeast Asian origins, n.i.e.",Ward 22,20,2016
Other Asian origins,Ward 22,270,2016
"Other Asian origins, n.i.e.",Ward 22,275,2016
Oceania origins,Ward 22,60,2016
Australian,Ward 22,25,2016
New Zealander,Ward 22,0,2016
Pacific Islands origins,Ward 22,35,2016
Fijian,Ward 22,30,2016
Hawaiian,Ward 22,10,2016
Maori,Ward 22,0,2016
Samoan,Ward 22,0,2016
"Polynesian, n.o.s.",Ward 22,0,2016
"Pacific Islands origins, n.i.e.",Ward 22,0,2016
Total - Ethnic origin for the population in private households - 25% sample data,Ward 23,97610,2016
North American Aboriginal origins,Ward 23,230,2016
First Nations (North American Indian),Ward 23,190,2016
Inuit,Ward 23,0,2016
Métis,Ward 23,35,2016
Other North American origins,Ward 23,5265,2016
Acadian,Ward 23,25,2016
American,Ward 23,190,2016
Canadian,Ward 23,5065,2016
New Brunswicker,Ward 23,0,2016
Newfoundlander,Ward 23,10,2016
Nova Scotian,Ward 23,0,2016
Ontarian,Ward 23,0,2016
Québécois,Ward 23,0,2016
"Other North American origins, n.i.e.",Ward 23,0,2016
European origins,Ward 23,9915,2016
British Isles origins,Ward 23,4985,2016
Channel Islander,Ward 23,0,2016
Cornish,Ward 23,0,2016
English,Ward 23,2915,2016
Irish,Ward 23,1605,2016
Manx,Ward 23,0,2016
Scottish,Ward 23,1940,2016
Welsh,Ward 23,95,2016
"British Isles origins, n.i.e.",Ward 23,305,2016
French origins,Ward 23,885,2016
Alsatian,Ward 23,0,2016
Breton,Ward 23,0,2016
Corsican,Ward 23,0,2016
French,Ward 23,885,2016
Western European origins (except French origins),Ward 23,1130,2016
Austrian,Ward 23,95,2016
Bavarian,Ward 23,0,2016
Belgian,Ward 23,30,2016
Dutch,Ward 23,325,2016
Flemish,Ward 23,0,2016
Frisian,Ward 23,10,2016
German,Ward 23,760,2016
Luxembourger,Ward 23,0,2016
Swiss,Ward 23,35,2016
"Western European origins, n.i.e.",Ward 23,0,2016
Northern European origins (except British Isles origins),Ward 23,215,2016
Danish,Ward 23,75,2016
Finnish,Ward 23,55,2016
Icelandic,Ward 23,10,2016
Norwegian,Ward 23,30,2016
Swedish,Ward 23,35,2016
"Northern European origins, n.i.e.",Ward 23,10,2016
Eastern European origins,Ward 23,910,2016
Bulgarian,Ward 23,40,2016
Byelorussian,Ward 23,0,2016
Czech,Ward 23,25,2016
"Czechoslovakian, n.o.s.",Ward 23,15,2016
Estonian,Ward 23,55,2016
Hungarian,Ward 23,115,2016
Latvian,Ward 23,10,2016
Lithuanian,Ward 23,25,2016
Moldovan,Ward 23,0,2016
Polish,Ward 23,300,2016
Romanian,Ward 23,110,2016
Russian,Ward 23,60,2016
Slovak,Ward 23,0,2016
Ukrainian,Ward 23,260,2016
"Eastern European origins, n.i.e.",Ward 23,15,2016
Southern European origins,Ward 23,3845,2016
Albanian,Ward 23,10,2016
Bosnian,Ward 23,10,2016
Catalan,Ward 23,0,2016
Croatian,Ward 23,50,2016
Cypriot,Ward 23,10,2016
Greek,Ward 23,635,2016
Italian,Ward 23,1010,2016
Kosovar,Ward 23,0,2016
Macedonian,Ward 23,245,2016
Maltese,Ward 23,45,2016
Montenegrin,Ward 23,0,2016
Portuguese,Ward 23,770,2016
Serbian,Ward 23,65,2016
Sicilian,Ward 23,0,2016
Slovenian,Ward 23,55,2016
Spanish,Ward 23,1180,2016
"Yugoslavian, n.o.s.",Ward 23,20,2016
"Southern European origins, n.i.e.",Ward 23,0,2016
Other European origins,Ward 23,50,2016
Basque,Ward 23,0,2016
Jewish,Ward 23,35,2016
Roma (Gypsy),Ward 23,10,2016
"Slavic, n.o.s.",Ward 23,0,2016
"Other European origins, n.i.e.",Ward 23,10,2016
Caribbean origins,Ward 23,6565,2016
Antiguan,Ward 23,125,2016
Bahamian,Ward 23,0,2016
Barbadian,Ward 23,365,2016
Bermudan,Ward 23,10,2016
Carib,Ward 23,50,2016
Cuban,Ward 23,140,2016
Dominican,Ward 23,90,2016
Grenadian,Ward 23,185,2016
Guadeloupean,Ward 23,0,2016
Haitian,Ward 23,95,2016
Jamaican,Ward 23,3610,2016
Kittitian/Nevisian,Ward 23,25,2016
Martinican,Ward 23,0,2016
Montserratan,Ward 23,15,2016
Puerto Rican,Ward 23,0,2016
St. Lucian,Ward 23,80,2016
Trinidadian/Tobagonian,Ward 23,965,2016
Vincentian/Grenadinian,Ward 23,140,2016
"West Indian, n.o.s.",Ward 23,1005,2016
"Caribbean origins, n.i.e.",Ward 23,365,2016
"Latin, Central and South American origins",Ward 23,2070,2016
Aboriginal from Central/South America (except Arawak and Maya),Ward 23,105,2016
Arawak,Ward 23,15,2016
Argentinian,Ward 23,25,2016
Belizean,Ward 23,0,2016
Bolivian,Ward 23,0,2016
Brazilian,Ward 23,0,2016
Chilean,Ward 23,15,2016
Colombian,Ward 23,75,2016
Costa Rican,Ward 23,15,2016
Ecuadorian,Ward 23,55,2016
Guatemalan,Ward 23,50,2016
Guyanese,Ward 23,1250,2016
Hispanic,Ward 23,10,2016
Honduran,Ward 23,0,2016
Maya,Ward 23,0,2016
Mexican,Ward 23,85,2016
Nicaraguan,Ward 23,25,2016
Panamanian,Ward 23,20,2016
Paraguayan,Ward 23,0,2016
Peruvian,Ward 23,50,2016
Salvadorean,Ward 23,125,2016
Uruguayan,Ward 23,0,2016
Venezuelan,Ward 23,100,2016
"Latin, Central and South American origins, n.i.e.",Ward 23,135,2016
African origins,Ward 23,2770,2016
Central and West African origins,Ward 23,395,2016
Akan,Ward 23,15,2016
Angolan,Ward 23,0,2016
Ashanti,Ward 23,0,2016
Beninese,Ward 23,0,2016
Burkinabe,Ward 23,0,2016
Cameroonian,Ward 23,20,2016
Chadian,Ward 23,0,2016
Congolese,Ward 23,20,2016
Edo,Ward 23,0,2016
Ewe,Ward 23,0,2016
Gabonese,Ward 23,0,2016
Gambian,Ward 23,0,2016
Ghanaian,Ward 23,140,2016
Guinean,Ward 23,0,2016
Ibo,Ward 23,0,2016
Ivorian,Ward 23,0,2016
Liberian,Ward 23,0,2016
Malian,Ward 23,0,2016
Malinké,Ward 23,0,2016
Nigerian,Ward 23,150,2016
Peulh,Ward 23,0,2016
Senegalese,Ward 23,15,2016
Sierra Leonean,Ward 23,10,2016
Togolese,Ward 23,0,2016
Wolof,Ward 23,0,2016
Yoruba,Ward 23,20,2016
"Central and West African origins, n.i.e.",Ward 23,0,2016
North African origins,Ward 23,340,2016
Algerian,Ward 23,10,2016
Berber,Ward 23,0,2016
Coptic,Ward 23,30,2016
Dinka,Ward 23,0,2016
Egyptian,Ward 23,260,2016
Libyan,Ward 23,0,2016
Maure,Ward 23,0,2016
Moroccan,Ward 23,10,2016
Sudanese,Ward 23,45,2016
Tunisian,Ward 23,10,2016
"North African origins, n.i.e.",Ward 23,0,2016
Southern and East African origins,Ward 23,690,2016
Afrikaner,Ward 23,0,2016
Amhara,Ward 23,0,2016
"Bantu, n.o.s.",Ward 23,0,2016
Burundian,Ward 23,0,2016
Djiboutian,Ward 23,30,2016
Eritrean,Ward 23,20,2016
Ethiopian,Ward 23,220,2016
Harari,Ward 23,0,2016
Kenyan,Ward 23,40,2016
Malagasy,Ward 23,0,2016
Mauritian,Ward 23,40,2016
Oromo,Ward 23,0,2016
Rwandan,Ward 23,0,2016
Seychellois,Ward 23,0,2016
Somali,Ward 23,210,2016
South African,Ward 23,25,2016
Tanzanian,Ward 23,10,2016
Tigrian,Ward 23,0,2016
Ugandan,Ward 23,45,2016
Zambian,Ward 23,0,2016
Zimbabwean,Ward 23,0,2016
Zulu,Ward 23,0,2016
"Southern and East African origins, n.i.e.",Ward 23,75,2016
Other African origins,Ward 23,1360,2016
"Black, n.o.s.",Ward 23,280,2016
"Other African origins, n.i.e.",Ward 23,1080,2016
Asian origins,Ward 23,79870,2016
West Central Asian and Middle Eastern origins,Ward 23,1900,2016
Afghan,Ward 23,460,2016
"Arab, n.o.s.",Ward 23,170,2016
Armenian,Ward 23,125,2016
Assyrian,Ward 23,0,2016
Azerbaijani,Ward 23,10,2016
Georgian,Ward 23,0,2016
Hazara,Ward 23,0,2016
Iranian,Ward 23,210,2016
Iraqi,Ward 23,175,2016
Israeli,Ward 23,0,2016
Jordanian,Ward 23,60,2016
Kazakh,Ward 23,0,2016
Kurd,Ward 23,0,2016
Kuwaiti,Ward 23,0,2016
Kyrgyz,Ward 23,0,2016
Lebanese,Ward 23,210,2016
Palestinian,Ward 23,170,2016
Pashtun,Ward 23,0,2016
Saudi Arabian,Ward 23,0,2016
Syrian,Ward 23,150,2016
Tajik,Ward 23,0,2016
Tatar,Ward 23,0,2016
Turk,Ward 23,75,2016
Turkmen,Ward 23,0,2016
Uighur,Ward 23,20,2016
Uzbek,Ward 23,20,2016
Yemeni,Ward 23,55,2016
"West Central Asian and Middle Eastern origins, n.i.e.",Ward 23,50,2016
South Asian origins,Ward 23,25720,2016
Bangladeshi,Ward 23,340,2016
Bengali,Ward 23,240,2016
Bhutanese,Ward 23,0,2016
East Indian,Ward 23,11490,2016
Goan,Ward 23,30,2016
Gujarati,Ward 23,115,2016
Kashmiri,Ward 23,10,2016
Nepali,Ward 23,0,2016
Pakistani,Ward 23,1725,2016
Punjabi,Ward 23,275,2016
Sinhalese,Ward 23,135,2016
Sri Lankan,Ward 23,9180,2016
Tamil,Ward 23,3595,2016
"South Asian origins, n.i.e.",Ward 23,1125,2016
East and Southeast Asian origins,Ward 23,52620,2016
Burmese,Ward 23,30,2016
Cambodian (Khmer),Ward 23,10,2016
Chinese,Ward 23,45510,2016
Filipino,Ward 23,6620,2016
Hmong,Ward 23,0,2016
Indonesian,Ward 23,140,2016
Japanese,Ward 23,185,2016
Karen,Ward 23,0,2016
Korean,Ward 23,250,2016
Laotian,Ward 23,45,2016
Malaysian,Ward 23,115,2016
Mongolian,Ward 23,45,2016
Singaporean,Ward 23,40,2016
Taiwanese,Ward 23,85,2016
Thai,Ward 23,35,2016
Tibetan,Ward 23,10,2016
Vietnamese,Ward 23,845,2016
"East and Southeast Asian origins, n.i.e.",Ward 23,65,2016
Other Asian origins,Ward 23,240,2016
"Other Asian origins, n.i.e.",Ward 23,235,2016
Oceania origins,Ward 23,10,2016
Australian,Ward 23,10,2016
New Zealander,Ward 23,0,2016
Pacific Islands origins,Ward 23,0,2016
Fijian,Ward 23,0,2016
Hawaiian,Ward 23,0,2016
Maori,Ward 23,0,2016
Samoan,Ward 23,0,2016
"Polynesian, n.o.s.",Ward 23,0,2016
"Pacific Islands origins, n.i.e.",Ward 23,0,2016
Total - Ethnic origin for the population in private households - 25% sample data,Ward 24,101115,2016
North American Aboriginal origins,Ward 24,1610,2016
First Nations (North American Indian),Ward 24,1325,2016
Inuit,Ward 24,30,2016
Métis,Ward 24,265,2016
Other North American origins,Ward 24,12215,2016
Acadian,Ward 24,10,2016
American,Ward 24,450,2016
Canadian,Ward 24,11740,2016
New Brunswicker,Ward 24,10,2016
Newfoundlander,Ward 24,60,2016
Nova Scotian,Ward 24,55,2016
Ontarian,Ward 24,10,2016
Québécois,Ward 24,25,2016
"Other North American origins, n.i.e.",Ward 24,10,2016
European origins,Ward 24,30230,2016
British Isles origins,Ward 24,17105,2016
Channel Islander,Ward 24,0,2016
Cornish,Ward 24,0,2016
English,Ward 24,9790,2016
Irish,Ward 24,6910,2016
Manx,Ward 24,0,2016
Scottish,Ward 24,7035,2016
Welsh,Ward 24,625,2016
"British Isles origins, n.i.e.",Ward 24,1285,2016
French origins,Ward 24,3175,2016
Alsatian,Ward 24,0,2016
Breton,Ward 24,0,2016
Corsican,Ward 24,0,2016
French,Ward 24,3170,2016
Western European origins (except French origins),Ward 24,4200,2016
Austrian,Ward 24,340,2016
Bavarian,Ward 24,10,2016
Belgian,Ward 24,110,2016
Dutch,Ward 24,740,2016
Flemish,Ward 24,0,2016
Frisian,Ward 24,0,2016
German,Ward 24,3180,2016
Luxembourger,Ward 24,0,2016
Swiss,Ward 24,210,2016
"Western European origins, n.i.e.",Ward 24,0,2016
Northern European origins (except British Isles origins),Ward 24,690,2016
Danish,Ward 24,165,2016
Finnish,Ward 24,150,2016
Icelandic,Ward 24,30,2016
Norwegian,Ward 24,190,2016
Swedish,Ward 24,135,2016
"Northern European origins, n.i.e.",Ward 24,70,2016
Eastern European origins,Ward 24,4170,2016
Bulgarian,Ward 24,100,2016
Byelorussian,Ward 24,35,2016
Czech,Ward 24,225,2016
"Czechoslovakian, n.o.s.",Ward 24,40,2016
Estonian,Ward 24,95,2016
Hungarian,Ward 24,515,2016
Latvian,Ward 24,85,2016
Lithuanian,Ward 24,45,2016
Moldovan,Ward 24,0,2016
Polish,Ward 24,1465,2016
Romanian,Ward 24,410,2016
Russian,Ward 24,515,2016
Slovak,Ward 24,170,2016
Ukrainian,Ward 24,955,2016
"Eastern European origins, n.i.e.",Ward 24,25,2016
Southern European origins,Ward 24,9165,2016
Albanian,Ward 24,220,2016
Bosnian,Ward 24,0,2016
Catalan,Ward 24,0,2016
Croatian,Ward 24,170,2016
Cypriot,Ward 24,55,2016
Greek,Ward 24,1705,2016
Italian,Ward 24,2790,2016
Kosovar,Ward 24,35,2016
Macedonian,Ward 24,840,2016
Maltese,Ward 24,120,2016
Montenegrin,Ward 24,0,2016
Portuguese,Ward 24,1790,2016
Serbian,Ward 24,205,2016
Sicilian,Ward 24,30,2016
Slovenian,Ward 24,60,2016
Spanish,Ward 24,1825,2016
"Yugoslavian, n.o.s.",Ward 24,60,2016
"Southern European origins, n.i.e.",Ward 24,0,2016
Other European origins,Ward 24,270,2016
Basque,Ward 24,20,2016
Jewish,Ward 24,115,2016
Roma (Gypsy),Ward 24,20,2016
"Slavic, n.o.s.",Ward 24,10,2016
"Other European origins, n.i.e.",Ward 24,110,2016
Caribbean origins,Ward 24,11045,2016
Antiguan,Ward 24,45,2016
Bahamian,Ward 24,40,2016
Barbadian,Ward 24,570,2016
Bermudan,Ward 24,35,2016
Carib,Ward 24,75,2016
Cuban,Ward 24,155,2016
Dominican,Ward 24,145,2016
Grenadian,Ward 24,330,2016
Guadeloupean,Ward 24,0,2016
Haitian,Ward 24,520,2016
Jamaican,Ward 24,6445,2016
Kittitian/Nevisian,Ward 24,45,2016
Martinican,Ward 24,0,2016
Montserratan,Ward 24,10,2016
Puerto Rican,Ward 24,10,2016
St. Lucian,Ward 24,130,2016
Trinidadian/Tobagonian,Ward 24,1255,2016
Vincentian/Grenadinian,Ward 24,480,2016
"West Indian, n.o.s.",Ward 24,1530,2016
"Caribbean origins, n.i.e.",Ward 24,450,2016
"Latin, Central and South American origins",Ward 24,3750,2016
Aboriginal from Central/South America (except Arawak and Maya),Ward 24,235,2016
Arawak,Ward 24,45,2016
Argentinian,Ward 24,45,2016
Belizean,Ward 24,0,2016
Bolivian,Ward 24,0,2016
Brazilian,Ward 24,50,2016
Chilean,Ward 24,80,2016
Colombian,Ward 24,140,2016
Costa Rican,Ward 24,20,2016
Ecuadorian,Ward 24,25,2016
Guatemalan,Ward 24,85,2016
Guyanese,Ward 24,2100,2016
Hispanic,Ward 24,55,2016
Honduran,Ward 24,10,2016
Maya,Ward 24,35,2016
Mexican,Ward 24,345,2016
Nicaraguan,Ward 24,115,2016
Panamanian,Ward 24,55,2016
Paraguayan,Ward 24,0,2016
Peruvian,Ward 24,30,2016
Salvadorean,Ward 24,165,2016
Uruguayan,Ward 24,0,2016
Venezuelan,Ward 24,65,2016
"Latin, Central and South American origins, n.i.e.",Ward 24,200,2016
African origins,Ward 24,6235,2016
Central and West African origins,Ward 24,1395,2016
Akan,Ward 24,45,2016
Angolan,Ward 24,10,2016
Ashanti,Ward 24,20,2016
Beninese,Ward 24,0,2016
Burkinabe,Ward 24,0,2016
Cameroonian,Ward 24,50,2016
Chadian,Ward 24,0,2016
Congolese,Ward 24,185,2016
Edo,Ward 24,10,2016
Ewe,Ward 24,0,2016
Gabonese,Ward 24,10,2016
Gambian,Ward 24,0,2016
Ghanaian,Ward 24,350,2016
Guinean,Ward 24,70,2016
Ibo,Ward 24,40,2016
Ivorian,Ward 24,0,2016
Liberian,Ward 24,40,2016
Malian,Ward 24,35,2016
Malinké,Ward 24,10,2016
Nigerian,Ward 24,525,2016
Peulh,Ward 24,10,2016
Senegalese,Ward 24,50,2016
Sierra Leonean,Ward 24,15,2016
Togolese,Ward 24,0,2016
Wolof,Ward 24,0,2016
Yoruba,Ward 24,65,2016
"Central and West African origins, n.i.e.",Ward 24,35,2016
North African origins,Ward 24,465,2016
Algerian,Ward 24,0,2016
Berber,Ward 24,0,2016
Coptic,Ward 24,0,2016
Dinka,Ward 24,0,2016
Egyptian,Ward 24,210,2016
Libyan,Ward 24,15,2016
Maure,Ward 24,15,2016
Moroccan,Ward 24,40,2016
Sudanese,Ward 24,155,2016
Tunisian,Ward 24,0,2016
"North African origins, n.i.e.",Ward 24,35,2016
Southern and East African origins,Ward 24,2010,2016
Afrikaner,Ward 24,0,2016
Amhara,Ward 24,50,2016
"Bantu, n.o.s.",Ward 24,0,2016
Burundian,Ward 24,15,2016
Djiboutian,Ward 24,20,2016
Eritrean,Ward 24,145,2016
Ethiopian,Ward 24,700,2016
Harari,Ward 24,20,2016
Kenyan,Ward 24,95,2016
Malagasy,Ward 24,0,2016
Mauritian,Ward 24,30,2016
Oromo,Ward 24,10,2016
Rwandan,Ward 24,25,2016
Seychellois,Ward 24,25,2016
Somali,Ward 24,520,2016
South African,Ward 24,135,2016
Tanzanian,Ward 24,75,2016
Tigrian,Ward 24,0,2016
Ugandan,Ward 24,45,2016
Zambian,Ward 24,10,2016
Zimbabwean,Ward 24,40,2016
Zulu,Ward 24,10,2016
"Southern and East African origins, n.i.e.",Ward 24,150,2016
Other African origins,Ward 24,2525,2016
"Black, n.o.s.",Ward 24,410,2016
"Other African origins, n.i.e.",Ward 24,2145,2016
Asian origins,Ward 24,54170,2016
West Central Asian and Middle Eastern origins,Ward 24,4595,2016
Afghan,Ward 24,2185,2016
"Arab, n.o.s.",Ward 24,375,2016
Armenian,Ward 24,245,2016
Assyrian,Ward 24,30,2016
Azerbaijani,Ward 24,20,2016
Georgian,Ward 24,10,2016
Hazara,Ward 24,0,2016
Iranian,Ward 24,510,2016
Iraqi,Ward 24,105,2016
Israeli,Ward 24,20,2016
Jordanian,Ward 24,55,2016
Kazakh,Ward 24,0,2016
Kurd,Ward 24,10,2016
Kuwaiti,Ward 24,0,2016
Kyrgyz,Ward 24,0,2016
Lebanese,Ward 24,335,2016
Palestinian,Ward 24,30,2016
Pashtun,Ward 24,60,2016
Saudi Arabian,Ward 24,10,2016
Syrian,Ward 24,345,2016
Tajik,Ward 24,65,2016
Tatar,Ward 24,0,2016
Turk,Ward 24,190,2016
Turkmen,Ward 24,0,2016
Uighur,Ward 24,0,2016
Uzbek,Ward 24,35,2016
Yemeni,Ward 24,130,2016
"West Central Asian and Middle Eastern origins, n.i.e.",Ward 24,150,2016
South Asian origins,Ward 24,34100,2016
Bangladeshi,Ward 24,1835,2016
Bengali,Ward 24,840,2016
Bhutanese,Ward 24,45,2016
East Indian,Ward 24,18205,2016
Goan,Ward 24,55,2016
Gujarati,Ward 24,540,2016
Kashmiri,Ward 24,0,2016
Nepali,Ward 24,205,2016
Pakistani,Ward 24,2570,2016
Punjabi,Ward 24,260,2016
Sinhalese,Ward 24,155,2016
Sri Lankan,Ward 24,7840,2016
Tamil,Ward 24,2705,2016
"South Asian origins, n.i.e.",Ward 24,1745,2016
East and Southeast Asian origins,Ward 24,16110,2016
Burmese,Ward 24,10,2016
Cambodian (Khmer),Ward 24,15,2016
Chinese,Ward 24,7150,2016
Filipino,Ward 24,8590,2016
Hmong,Ward 24,0,2016
Indonesian,Ward 24,45,2016
Japanese,Ward 24,410,2016
Karen,Ward 24,0,2016
Korean,Ward 24,365,2016
Laotian,Ward 24,55,2016
Malaysian,Ward 24,85,2016
Mongolian,Ward 24,15,2016
Singaporean,Ward 24,0,2016
Taiwanese,Ward 24,85,2016
Thai,Ward 24,50,2016
Tibetan,Ward 24,10,2016
Vietnamese,Ward 24,495,2016
"East and Southeast Asian origins, n.i.e.",Ward 24,30,2016
Other Asian origins,Ward 24,300,2016
"Other Asian origins, n.i.e.",Ward 24,295,2016
Oceania origins,Ward 24,155,2016
Australian,Ward 24,40,2016
New Zealander,Ward 24,0,2016
Pacific Islands origins,Ward 24,110,2016
Fijian,Ward 24,85,2016
Hawaiian,Ward 24,0,2016
Maori,Ward 24,0,2016
Samoan,Ward 24,10,2016
"Polynesian, n.o.s.",Ward 24,0,2016
"Pacific Islands origins, n.i.e.",Ward 24,15,2016
Total - Ethnic origin for the population in private households - 25% sample data,Ward 25,101445,2016
North American Aboriginal origins,Ward 25,1085,2016
First Nations (North American Indian),Ward 25,880,2016
Inuit,Ward 25,25,2016
Métis,Ward 25,195,2016
Other North American origins,Ward 25,12415,2016
Acadian,Ward 25,45,2016
American,Ward 25,520,2016
Canadian,Ward 25,11960,2016
New Brunswicker,Ward 25,0,2016
Newfoundlander,Ward 25,40,2016
Nova Scotian,Ward 25,0,2016
Ontarian,Ward 25,15,2016
Québécois,Ward 25,35,2016
"Other North American origins, n.i.e.",Ward 25,0,2016
European origins,Ward 25,30545,2016
British Isles origins,Ward 25,17560,2016
Channel Islander,Ward 25,0,2016
Cornish,Ward 25,0,2016
English,Ward 25,9895,2016
Irish,Ward 25,7095,2016
Manx,Ward 25,10,2016
Scottish,Ward 25,7265,2016
Welsh,Ward 25,630,2016
"British Isles origins, n.i.e.",Ward 25,1465,2016
French origins,Ward 25,2585,2016
Alsatian,Ward 25,0,2016
Breton,Ward 25,0,2016
Corsican,Ward 25,0,2016
French,Ward 25,2585,2016
Western European origins (except French origins),Ward 25,4560,2016
Austrian,Ward 25,250,2016
Bavarian,Ward 25,0,2016
Belgian,Ward 25,80,2016
Dutch,Ward 25,1215,2016
Flemish,Ward 25,0,2016
Frisian,Ward 25,0,2016
German,Ward 25,3265,2016
Luxembourger,Ward 25,10,2016
Swiss,Ward 25,155,2016
"Western European origins, n.i.e.",Ward 25,0,2016
Northern European origins (except British Isles origins),Ward 25,645,2016
Danish,Ward 25,135,2016
Finnish,Ward 25,195,2016
Icelandic,Ward 25,40,2016
Norwegian,Ward 25,135,2016
Swedish,Ward 25,120,2016
"Northern European origins, n.i.e.",Ward 25,40,2016
Eastern European origins,Ward 25,4270,2016
Bulgarian,Ward 25,80,2016
Byelorussian,Ward 25,10,2016
Czech,Ward 25,185,2016
"Czechoslovakian, n.o.s.",Ward 25,35,2016
Estonian,Ward 25,200,2016
Hungarian,Ward 25,560,2016
Latvian,Ward 25,90,2016
Lithuanian,Ward 25,140,2016
Moldovan,Ward 25,10,2016
Polish,Ward 25,1555,2016
Romanian,Ward 25,370,2016
Russian,Ward 25,475,2016
Slovak,Ward 25,120,2016
Ukrainian,Ward 25,1005,2016
"Eastern European origins, n.i.e.",Ward 25,25,2016
Southern European origins,Ward 25,9755,2016
Albanian,Ward 25,200,2016
Bosnian,Ward 25,10,2016
Catalan,Ward 25,0,2016
Croatian,Ward 25,190,2016
Cypriot,Ward 25,170,2016
Greek,Ward 25,1185,2016
Italian,Ward 25,3430,2016
Kosovar,Ward 25,0,2016
Macedonian,Ward 25,795,2016
Maltese,Ward 25,125,2016
Montenegrin,Ward 25,10,2016
Portuguese,Ward 25,2125,2016
Serbian,Ward 25,200,2016
Sicilian,Ward 25,45,2016
Slovenian,Ward 25,95,2016
Spanish,Ward 25,2055,2016
"Yugoslavian, n.o.s.",Ward 25,90,2016
"Southern European origins, n.i.e.",Ward 25,0,2016
Other European origins,Ward 25,390,2016
Basque,Ward 25,0,2016
Jewish,Ward 25,155,2016
Roma (Gypsy),Ward 25,40,2016
"Slavic, n.o.s.",Ward 25,10,2016
"Other European origins, n.i.e.",Ward 25,195,2016
Caribbean origins,Ward 25,14710,2016
Antiguan,Ward 25,95,2016
Bahamian,Ward 25,40,2016
Barbadian,Ward 25,1005,2016
Bermudan,Ward 25,15,2016
Carib,Ward 25,100,2016
Cuban,Ward 25,170,2016
Dominican,Ward 25,160,2016
Grenadian,Ward 25,435,2016
Guadeloupean,Ward 25,0,2016
Haitian,Ward 25,265,2016
Jamaican,Ward 25,8535,2016
Kittitian/Nevisian,Ward 25,30,2016
Martinican,Ward 25,0,2016
Montserratan,Ward 25,50,2016
Puerto Rican,Ward 25,10,2016
St. Lucian,Ward 25,185,2016
Trinidadian/Tobagonian,Ward 25,2045,2016
Vincentian/Grenadinian,Ward 25,440,2016
"West Indian, n.o.s.",Ward 25,2180,2016
"Caribbean origins, n.i.e.",Ward 25,590,2016
"Latin, Central and South American origins",Ward 25,4740,2016
Aboriginal from Central/South America (except Arawak and Maya),Ward 25,145,2016
Arawak,Ward 25,40,2016
Argentinian,Ward 25,35,2016
Belizean,Ward 25,10,2016
Bolivian,Ward 25,0,2016
Brazilian,Ward 25,35,2016
Chilean,Ward 25,40,2016
Colombian,Ward 25,165,2016
Costa Rican,Ward 25,25,2016
Ecuadorian,Ward 25,95,2016
Guatemalan,Ward 25,60,2016
Guyanese,Ward 25,3215,2016
Hispanic,Ward 25,85,2016
Honduran,Ward 25,15,2016
Maya,Ward 25,15,2016
Mexican,Ward 25,220,2016
Nicaraguan,Ward 25,85,2016
Panamanian,Ward 25,50,2016
Paraguayan,Ward 25,0,2016
Peruvian,Ward 25,70,2016
Salvadorean,Ward 25,215,2016
Uruguayan,Ward 25,0,2016
Venezuelan,Ward 25,55,2016
"Latin, Central and South American origins, n.i.e.",Ward 25,255,2016
African origins,Ward 25,5920,2016
Central and West African origins,Ward 25,1200,2016
Akan,Ward 25,10,2016
Angolan,Ward 25,0,2016
Ashanti,Ward 25,0,2016
Beninese,Ward 25,0,2016
Burkinabe,Ward 25,0,2016
Cameroonian,Ward 25,50,2016
Chadian,Ward 25,0,2016
Congolese,Ward 25,235,2016
Edo,Ward 25,0,2016
Ewe,Ward 25,35,2016
Gabonese,Ward 25,0,2016
Gambian,Ward 25,0,2016
Ghanaian,Ward 25,195,2016
Guinean,Ward 25,15,2016
Ibo,Ward 25,10,2016
Ivorian,Ward 25,0,2016
Liberian,Ward 25,40,2016
