Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost
22 169833 BLD,Building Additions/Alterations,University,Interior Alterations,1265,MILITARY,TRL, ,M1C,363830,E2532,2022-10-25,2022-11-25,,Revision Issued,"REV 01: Proposal to update wall assemblies W1 & W4.Interior alterations - Science teaching labs - Level 1 and 2 Room SW133, 134, 135, 237, 238, 252, 253",0
22 170390 BLD,Building Additions/Alterations,University,Interior Alterations,155,COLLEGE,ST, ,M5T,7793229,S1144,2022-06-30,2022-07-21,,Inspection,Interior alterations to study room area and staff area at 4th floor,250000
22 171305 BLD,Building Additions/Alterations,University,Interior Alterations,55,DUNDAS,ST,W,   ,20040459,S1331,2022-07-04,2022-07-18,,Inspection,Interior alterations to  - 8th floor - Ted Rogers School,250000
22 172491 BLD,Building Additions/Alterations,University,Interior Alterations,1,KING'S COLLEGE,CRCL, ,M5S,7793200,S1139,2022-07-05,2022-08-04,,Inspection,INTERIOR ALTERATIONS TO 6TH FLOOR MEDICAL SCIENCE LAB BUILDING,330000
22 172885 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,101,MILDENHALL,RD, ,M4N,11541515,N1523,2022-07-06,2022-07-18,,Permit Issued,Replacement of two roof top units,300000
22 174604 BLD,Building Additions/Alterations,Hospital,Interior Alterations,150,GERRARD,ST,W,M5G,7792536,S1145,2022-07-11,2022-09-07,,Inspection,Proposal for interior alterations for a new Breast Pathology Lab on the 11th floor of an existing hospital- Toronto General HospitalConvenience address is 200 Elizabeth St.,815000
22 175771 BLD,Building Additions/Alterations,Hospital,Interior Alterations,30,THE QUEENSWAY, , ,M6R,10757635,S0434,2022-07-12,2022-08-23,,Inspection,interior alterations to install new chem line equipment in core lab 2nd floor Gilgan Wing,250000
22 182627 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,126,O'CONNOR,DR, ,M4K,30420,S1421,2022-07-27,2022-10-17,,Permit Issued,Proposal for interior alterations to renovate 2nd floor washrooms in an existing Place of Worship - Don Mills United Church,30000
22 182787 BLD,New Building,Place of Worship,New Building,260,INGLETON,BLVD, ,M1V,5000558,E2323,2023-02-03,2023-05-11,,Revision Issued,REVISION -  revision is mainly limited to the elevations and fa̤ade materials and includes change from face bricks to EIFS system. The Architectural floor plan level 02 has a minor update adding a drying room.Proposal to demolish the existing building and construct a new 2-storey Place of Worship - Shri Anandpur Satsang AshramSee also 19 232191 SA.,0
22 183479 BLD,Building Additions/Alterations,Hospital,Interior Alterations,555,UNIVERSITY,AVE, ,M5G,7792696,S1145,2022-07-28,2022-08-12,,Inspection,Complete demo and Interior alterations to the 9th and 10th floors of The Hospital For Sick Children ,4643553
22 184922 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,150,RAILSIDE,RD, ,M3A,9694465,N1628,2022-08-02,2022-09-13,,Inspection,Proposal to provide a new universal washroom in warehouse. convert the church hall and portion of the office area into a new warehouse space. ,65000
22 185339 BLD,Building Additions/Alterations,Hospital,Interior Alterations,620,UNIVERSITY,AVE, ,M5G,7792699,S1144,2022-08-03,2022-09-15,,Inspection,"nterior alterations of existing clinical trial offices, staff care station and procedure room into clinical trial outpatient bays, staff care station and exam rooms at the Princess Margaret Hospital",1680000
22 186525 BLD,Building Additions/Alterations,Hospital,Interior Alterations,30,THE QUEENSWAY, , ,M6R,10757635,S0434,2022-08-05,2022-08-26,,Inspection,"Interior renovations to the existing NICU patient lounge, Level 1 - St. Joseph's Health Centre - Unity Health, Our Lady of Mercy",100000
22 187207 BLD,Building Additions/Alterations,University,Interior Alterations,150,COLLEGE,ST, ,M5S,7793159,S1139,2022-08-08,2022-11-30,,Inspection,Proposal for interior alterations to 2 floors of the Laidlaw Wing including the construction of a new second floor mezzanine and third floor storage room into an existing double height space. See related building permit 22 138615 BLD. Convenience address is 15 King's College Circle.,9000000
22 187498 BLD,Building Additions/Alterations,Hospital,Interior Alterations,150,GERRARD,ST,W,M5G,7792536,S1145,2022-08-08,2022-08-10,,Permit Issued,Proposed interior alterations to ursing Station at Level 9 Eaton South,467000
22 190926 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,70,THE POND,RD, ,M3J,14051471,W0726,2022-08-15,2023-02-28,,Inspection,"Proposal for interior alterations for Seneca College. Work to include demolition of partitions between 2 classrooms, storage spaces, corridor wall and ceiling tiles (including t-bars). The extent of construction includes new partition walls, a preparation, instrumentation, GMP, and CL2 Lab space, new mechanical AHU, fans, and other equipment to support the space on a platform on the reinforced structure of the roof",4100000
22 192739 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,1621,ALBION,RD, ,M9V,6138281,W0123,2022-08-18,2022-11-03,,Inspection,"Interior alterations to existing worship facility including accessibility upgrades, Mechanical and Electricalupgrades, and upgrading of finishes and flooring.",3000000
22 193172 BLD,Building Additions/Alterations,Child Care Facility/DayCare Centre,Interior Alterations,61,DAVENPORT,RD, ,M5R,7979412,S1128,2022-08-19,2022-10-18,,Inspection,"Renovation to existing child care center. This includes demolition of existing interior paritions and ceilings at multiple locations, new infant/toddler/preschool playrooms, new washrooms, new universal washrooms, new kitchen at the basement, and new mechanical and electrical as required",750000
22 193959 BLD,Building Additions/Alterations,Hospital,Interior Alterations,610,UNIVERSITY,AVE, ,M5G,13498043,S1144,2022-08-22,2022-09-01,,Permit Issued,Proposal for interior alterations - Radiation Nursing Station Refurbishment at Level 2B - 'Princess Margaret Cancer Centre',140000
22 197788 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,10,ELM,AVE, ,M4W,801469,S1131,2022-08-30,2022-10-24,,Permit Issued,Proposal to demolish a existing 3 storey portion fronting onto Mount Pleasant road.,1000000
22 198316 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,2235,SHEPPARD,AVE,E,M2J,11484425,N1731,2022-08-31,2023-01-09,,Inspection,Interior alterations to a montessori school - Unit 105,70000
22 201472 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,486,FRONT,ST,W,   ,30112939,S1032,2022-09-09,2022-12-08,,Inspection,"Proposal for interior alterations to a base bldg. (shell) office space on the entire Level 02 for a new educational institution tenant - 'BrainStation' - Unit D-02-01, at the podium portion of Building D (The Well).  ",6100000
22 202687 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,300,ADELAIDE,ST,E,M5A,760830,S1334,2022-09-12,2022-11-01,,Permit Issued,"The scope of this project involves the replacement of an air handling unit (ahu) at the penthouse level of 300 Adelaide street E. The ahu serves three demonstration kitchen labs on the building's second floor (rooms 251, 252, and 253). These rooms will also require mechanical modifications. This scope is occurring as an enabling work prior to a renovation of the demonstration lab which will occur as a separate project",146730
22 203232 BLD,Building Additions/Alterations,Hospital,Interior Alterations,399,BATHURST,ST, ,M5T,9086232,S1143,2022-09-14,2022-10-17,,Inspection,"Renovation of existing clinic to include 2 new exams room, a diagnostic room and an office space for Ophthalmology Clinical Research Unit.",577875
22 203435 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,35,LYTTON,BLVD, ,M4R,835363,N0829,2022-09-14,2023-03-21,,Inspection,Ground floor level slab structural repairs and reinforcement - St. George's United Church,200000
22 203746 BLD,Building Additions/Alterations,Hospital,Interior Alterations,610,UNIVERSITY,AVE, ,M5G,13498043,S1144,2022-09-15,2022-10-20,,Inspection,"Proposed interior alterations to nurses' station, unit 14A.",100000
22 207134 BLD,Building Additions/Alterations,Hospital,Interior Alterations,30,THE QUEENSWAY, , ,M6R,10757635,S0434,2022-09-22,2022-11-08,,Permit Issued,Proposal to construct interior alterations to the mental health Step Down Unit at St. Joseph's Hospital.,800000
22 208464 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,25,CENTRE,AVE, ,M2M,497632,N1823,2022-09-26,2022-12-19,,Inspection,"Accessibility renovation including the addition of an elevator, 2 interior ramps, and washroom renovations.",1402000
22 208512 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,1094,GERRARD,ST,E,M4M,11585699,S1436,2022-09-26,2022-10-20,,Inspection,"EXTERIOR FACADE REPAIR AT NORTH FACADE OF BUILDING BY POOL AND CHILDCARE ROOMS, INCLUDING NEW BRICK VENEER CAVITY WALL AND INSULATION. NEW WINDOWS AND DOORS ALONG NORTH FACADE TO REPLACE EXISTING. STRUCTURAL REPAIRS TO EXISTING LINTELS. NEW EXHAUST UNIT AT EXISTING POOL. ",400000
22 209239 BLD,Building Additions/Alterations,Child Care Facility/DayCare Centre,Interior Alterations,1305,ELLESMERE,RD, ,M1P,6786836,E2129,2022-09-27,2023-10-12,,Permit Issued,Proposed accessibility upgrades to an existing daycare,119233
22 212401 BLD,Building Additions/Alterations,University,Interior Alterations,581,BLOOR,ST,W,M6G,10872401,S1133,2022-10-03,2022-12-19,,Permit Issued,Proposal to construct interior alterations for Gus Niagara College Mirvish Campus Building 2. ,500000
22 212512 BLD,Building Additions/Alterations,Hospital,Interior Alterations,3050,LAWRENCE,AVE,E,M1P,9638452,E2130,2022-10-03,2022-10-17,,Permit Issued,Airborne isolation rooms floors 1 and 4 associated mechanical system upgrades,2750000
22 213980 BLD,Building Additions/Alterations,University,Interior Alterations,285,VICTORIA,ST, ,M5B,7642555,S1328,2022-10-06,2023-03-09,,Permit Issued,Proposed replacement of air handling unit with energy recovery measures.,1880000
22 215656 BLD,Building Additions/Alterations,University,Interior Alterations,124,EDWARD,ST, ,M5G,10486924,S1145,2022-10-11,2022-12-09,,Inspection,interior alterations to basement floor level of the University of Toronto Faculty of Dentistry building DEMO WORK 22 137545,5300000
22 216030 BLD,Building Additions/Alterations,University,Interior Alterations,28,LENNOX,ST, ,M6G,8353785,S1133,2022-10-12,2022-11-23,,Permit Issued,This application reflect the interior fit out of L2 of Building 5 at Mirvish Village which Westbank is facilitating as a turnkey for a Univeristy. ,500000
22 216570 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,33,CONNIE,ST, ,M6L,502685,W0523,2022-10-13,2023-01-25,,Inspection,"New universal washroom and renovated office, exterior barrier free accessible ramp - St. Fidelis Church",100000
22 217138 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,655,BAY,ST, ,M5G,2854182,S1145,2022-10-14,2023-01-16,,Inspection,"Proposal for interior alterations and change the existing office space into a new school space for ""ILAC"" (International Language Academy of Canada) - unit 1200",3500000
22 219275 BLD,New Building,Hospital,New Building,150,SHERWAY,DR, ,M9C,6282913,W0324,2022-10-19,2023-10-24,,Permit Issued,"Proposal for construction of new 9-storey Patient Tower,1-Storey Circulation Link connected to the eixsiting hospital building. ",480000000
22 219305 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,4700,KEELE,ST, ,M3J,20029109,W0726,2022-10-19,2023-01-24,,Permit Issued,Construction of four new accessible ramps (interior) within an existing building.,580000
22 219525 BLD,New Building,Hospital,New Building,150,SHERWAY,DR, ,M9C,6282913,W0324,2022-10-20,2023-10-13,,Permit Issued,1Proposal for construction of New 2 storey Central Utility Plant,480000000
22 219800 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,550,FINCH,AVE,W,M2R,515952,N0622,2022-10-20,2022-12-15,,Inspection,"NEW SEATING WITH LIGHTS, AND UPDATED CEILING FINISHES.",1000000
22 220115 BLD,Building Additions/Alterations,University,Interior Alterations,4700,KEELE,ST, ,M3J,20029109,W0726,2022-10-21,2022-12-14,,Permit Issued,Interior Alteration - New interior partitions and HVAC,100000
22 221838 BLD,Building Additions/Alterations,Hospital,Interior Alterations,610,UNIVERSITY,AVE, ,M5G,13498043,S1144,2022-10-25,2023-01-10,,Inspection,Proposal for interior alterations for new staff facilities (locker room) & a new clinical space (patient support) on Level 2 - UHN Mount Sinai Princess Margaret Hospital.,1000000
22 222884 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,35,GLENDOWER,CRCT, ,M1T,4812502,E2227,2022-10-27,2022-11-15,,Permit Issued,Proposed generator room alterations,15000
22 228922 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918,N1528,2022-11-14,2022-11-28,,Permit Issued,Proposal to alter an existing hospital by constructing interior alterations. ,97500
22 230503 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918,N1528,2022-11-17,2023-01-13,,Permit Issued,"Proposed interior alterations to existing MRI room, S-WING SG-38.",1200000
22 231541 BLD,Building Additions/Alterations,Hospital,Interior Alterations,550,UNIVERSITY,AVE, ,M5G,7792695,S1144,2022-11-21,2022-12-02,,Inspection,insterior alterations to wet lab in pain clinic level 4,352651
22 232363 BLD,Building Additions/Alterations,University,Interior Alterations,80,ST GEORGE,ST, ,M5S,11227022,S1139,2022-11-23,2022-12-06,,Inspection,Proposed interior alterations to provide new laboratory - Unit LM601,1000000
22 235707 BLD,Building Additions/Alterations,University,Interior Alterations,1265,MILITARY,TRL, ,M1C,363830,E2532,2022-12-02,2023-03-22,,Inspection,"Interior renovation in the ARC Building, Level 2",2400000
22 237100 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918,N1528,2022-12-07,2023-01-23,,Permit Issued,"Proposal for interior alterations to the Specimen Collection Clinic on the ground floor of an existing hospital - Nanji Clinic, M-Wing, Sunnybrook Hospital",898600
22 237376 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918,N1528,2022-12-07,2023-01-27,,Permit Issued,"Proposal to install a new supervised sprinkler system throughout the non sprinklered areas in wing ""F"".",1500000
22 238774 BLD,Building Additions/Alterations,Hospital,Interior Alterations,285,CUMMER,AVE, ,M2M,504810,N1823,2022-12-12,2023-02-07,,Permit Issued,Interior and exterior alterations to the ground floor of an existing boiler plant on a hospital campus. Scope of work includes partial demolition of existing areas including the roof to accommodate removal of an existing boiler and the installation of a new boiler.,1466966
22 239536 BLD,Building Additions/Alterations,Hospital,Interior Alterations,610,UNIVERSITY,AVE, ,M5G,13498043,S1144,2022-12-14,2023-02-01,,Inspection,Proposal to remove and replace exhaust fans at PMH 10th floor pharmacy,135000
22 239799 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,415,YONGE,ST, ,M5B,7730103,S1328,2022-12-15,2023-01-12,,Permit Issued,Proposal for minor interior alterations to an existing eduction use tenant - 'Toronto Film School' located on the 15th floor level.  Scope includes conversion of an existing office room to a new server room (1503).,30000
22 241194 BLD,Building Additions/Alterations,Hospital,Interior Alterations,600,UNIVERSITY,AVE, ,M5G,7792698,S1144,2022-12-20,2023-02-03,,Inspection,"Proposal for interior alterations to an existing hospital to create new reception and waiting area - Doviji Orthapaedic Sports Medicine Clinic, Mount Sinai Hospital",500000
22 241195 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,315,THE WESTWAY, , ,M9R,1037664,W0221,2022-12-20,2023-05-05,,Inspection,Proposed AHU replacements for library and cafeteria. ,1000
22 241614 BLD,Building Additions/Alterations,Hospital,Interior Alterations,550,UNIVERSITY,AVE, ,M5G,7792695,S1144,2023-11-15,2023-12-08,,Revision Issued,"REVISION 01 # 22 241614 BLD 00 BA  Reduced Arch, Mech , & Elec scope for Interior Renovation of existing nutrition services spaces for replacement of existing dishwash machines and removal of redundant equipment and creating of a backup dishwash facility.        Interior Renovation of existing nutrition services spaces for replacement of existing dishwash machines and removal of redundant equipment and creating of a backup dishwash facility.",0
22 242806 BLD,Building Additions/Alterations,Hospital,Interior Alterations,30,BOND,ST, ,M5B,773891,S1332,2022-12-28,2023-02-07,,Inspection,St Michael's Hospital - Renovation of Hybrid OR Suite to accommodate new Bi-Plane equipment,660000
23 100336 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,930,PROGRESS,AVE, ,M1G,13503973,E2422,2023-01-03,2023-03-10,,Inspection,"PROPOSED: Remove existing non-load bearing wall, new sinks, HVAC renovation",70000
23 100995 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,200,KING,ST,E,M5A,828085,S1338,2023-01-05,2023-02-16,,Permit Issued,proposing to extend west elevator shaft and increase elevator penthouse to accept new traction elevator  ,1400000
23 101061 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,333,KING,ST,E,M5A,8353874,S1335,2023-01-05,2023-03-01,,Inspection,"Proposal for interior alterations, minor demolition and ceiling repairs in the existing college classrooms.  ",50000
23 101096 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918,N1528,2023-01-05,2023-08-03,,Inspection,"Interior renovation of existing work, office, locker, & storage rooms into new MRI suite, including support spaces such as Control Room, Change Room, Patient Transfer Room, Equipment Room, & Mechanical Room. Building system components such as HVAC, sprinklers, & plumbing adjusted to suit new functions - T Wing.",1700000
23 102317 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,210,WILSON,AVE, ,M5M,576050,N0821,2023-01-10,2023-02-22,,Inspection,"Security upgrades - alterations to create new secure barrier free entrance, secure foyer, new security office all within existing building (no new GFA, new entrance canopy over new entrance and alterations/upgrades to exterior cladding/windows.  Related modifications to landscape for barrier access.  Supercedes 2021 building permit scope of work.",250000
23 103558 BLD,Building Additions/Alterations,University,Interior Alterations,40,ST GEORGE,ST, ,M5S,6350053,S1139,2023-01-13,2023-01-19,,Permit Issued,Interior alteration to 2nd floor.,100000
23 103950 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,851,MOUNT PLEASANT,RD, ,M4P,845013,N1537,2023-01-16,2023-03-29,,Permit Issued,"Interior alterations to change shop classroom to new health classroom, remove and replace new windows and provide structural repairs to existing concrete beams.",300000
23 106700 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,520,COSBURN,AVE, ,M4J,7794470,S1423,2023-01-24,2023-02-24,,Permit Issued,INSTALLATION OF BARRIER FREE DOORS (DOOR HOLD-OPEN DEVICE) & CONNECTION TO FIRE ALARM PNL,25000
23 107763 BLD,Building Additions/Alterations,Hospital,Interior Alterations,686,BAY,ST, ,   ,2854184,S1145,2023-01-27,2023-02-07,,Inspection,"Proposal to demolish partition walls and ceilings and construct interior alterations, new mechanical and electrical systems",280000
23 110013 BLD,Building Additions/Alterations,University,Interior Alterations,80,ST GEORGE,ST, ,M5S,11227022,S1139,2023-02-03,2023-04-03,,Inspection,"INTERIOR RENOVATION TO CREATE 2 SEPERATE COMPUTER LABS FROM ONE EXISTING COMPUTER LAB (SEPERATED BY OPERABLE PARTITION). RELOCATE ENTRANCE OF LABS TO CORRIDOR 122K. EXISTING 1HR FRR SEPARATIONS TO BE MAINTAINED. ASSOCIATED MECHANICAL, ELECTRICAL AND STRUCTURAL.",1815000
23 112312 BLD,Building Additions/Alterations,Child Care Facility/DayCare Centre,Interior Alterations,102,ATLANTIC,AVE, ,M6K,764918,S1026,2023-02-09,2023-03-08,,Permit Issued,PROPOSED: TENANT FIT-OUT FOR DAYCARE FACILITY IN LOWER LEVEL OF EXISTING BUILDING. ,80000
23 112631 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,20,GULFSTREAM,RD, ,M9M,13967820,W0727,2023-02-10,2023-02-28,,Permit Issued,Proposal to install new sinks in existing elementary school - Gulfstream Public School.,5000
23 116849 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,1700,KEELE,ST, ,M6M,8152704,W0536,2023-02-23,2023-07-05,,Permit Issued,"PARTITION CHANGES ON SECOND FLOOR MATH WING, NEW HOLD OPEN DEVICES FOR CORRIDOR DOORS",200000
23 116885 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,50,FRANCINE,DR, ,M2H,517961,N1722,2023-02-23,2023-03-09,,Permit Issued,Proposal to construct interior alterations; window replacement. ,500000
23 117357 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,1320,YONGE,ST, ,M4T,887762,S1238,2023-02-24,2023-03-06,,Inspection,"230 m2 renovation to existing changerooms on the 3rd floor, and adding an office on the 2nd floor.",800000
23 118207 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,1750,FINCH,AVE,E,M2J,515776,N1722,2023-02-27,2023-04-21,,Inspection,propose to construct an interior alteratiobe of security office at level 1&2 ,380000
23 118392 BLD,Building Additions/Alterations,Hospital,Interior Alterations,30,BOND,ST, ,M5B,773891,S1332,2023-02-28,2023-04-12,,Inspection,"interior modifications MEDICAL IMAGING PET CT  LEVEL 3, PATIENT CARE TOWER",100000
23 119424 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,186,CENTENNIAL,RD, ,M1C,317877,E2535,2023-03-02,2023-03-14,,Permit Issued,propose to construct a new universal washroom,35000
23 120368 BLD,Building Additions/Alterations,University,Interior Alterations,100,DEVONSHIRE,PL, ,M5S,8408584,S1135,2023-05-29,2023-05-30,,Revision Issued,"Rev01- Sheet A0.0.3 - REVISE Assembly description ""P1""FROM: 0HR RATED/ 1HR PROVIDEDTO: NO RATING REQUIRED,Sheet A0.0.0 - REVISE KEY PLANTO: Demonstrating a 45 m travel distance is achieved throughout the entire floor area, per OBC 2012 (3.3.2.5. (4))Proposal for interior alterations to a portion of the 4th floor level 'Biochemical and Motor Testing research lab' at the existing University - 'U of T Goldring Centre Building'.  Work to include dividing 1 existing office into 5 new offices, revise HVAC to accomodate changes.",0
23 121533 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,228,BARTLETT,AVE, ,M6H,6619920,S0931,2023-03-09,2023-05-18,,Permit Issued,"Proposed demolish existing plaster and GWB ceiling remove existing light fixtures, mechanical piping, & acoustic tiling in the gym and replace with new.",100000
23 124674 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,12,BANNOCKBURN,AVE, ,M5M,486277,N0824,2023-03-20,2023-07-13,,Permit Issued,"Interior alterations to existing school, roof and window replacement, life safety upgrades - Bannockburn French Immersion Centre",10000000
23 124755 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,200,KING,ST,E,M5A,828085,S1338,2023-03-20,2023-04-27,,Inspection,"PROPOSED: INTERIOR RENOVATION TO GYM, OFFICE AND LOUNGE AREA. NEW OFFICES NEW FITNESS STUDIO AND NEW WALLS FOR NEW OFFICES.",150000
23 124822 BLD,Building Additions/Alterations,University,Interior Alterations,100,MC CAUL,ST, ,M5T,14606896,S1024,2023-03-20,2023-06-29,,Permit Issued,Replace the existing non life safety generator on the roof at the original location - OCAD University,90000
23 124892 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,18,ORDE,ST, ,M5T,9947932,S1144,2023-03-20,2023-07-23,,Permit Issued,"propose to repair deteriorated steel cluster columns and to carry out remedial repair work to the exterior wall and stairs. Some existing windows will be replaced, AC unit to be repaced, and certain repairs of interior walls",1800000
23 125684 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,941,PROGRESS,AVE, ,M1G,13503978,E2422,2023-03-22,2023-06-05,,Inspection,Proposal for new opening(door) and replacement of chiller and associated pumps.(A block),750000
23 126595 BLD,Building Additions/Alterations,Child Care Facility/DayCare Centre,Interior Alterations,155,GORDON BAKER,RD, ,M2H,3192240,N1723,2023-03-24,2023-06-27,,Permit Issued,Minor renovation work in an existing day care facility. The work includes installation of a new door by creating and opening in a drywall partition. There will no change to the exit distances. The work includes minor demolition of a drywall partition and some internal mill work,3000
23 127413 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,72,MAIN,ST, ,M4E,836442,S1935,2023-03-27,2023-09-13,,Inspection,Enlarge existing windown.,6000
23 128869 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,920,YONGE,ST, ,   ,,S1128,2023-03-30,2023-09-15,,Inspection,"Tenant fit-up for new college ""Oxford College""",800000
23 129063 BLD,Building Additions/Alterations,Hospital,Interior Alterations,30,BOND,ST, ,M5B,773891,S1332,2023-03-30,2023-05-30,,Inspection,"Proposed scope of work involves demolition of interior partition walls and ceilings, and redesign and resinstallation of interior layout on the second floor of St. Michael's Hospital, Donnelly Wing.",11599245
23 129441 BLD,Building Additions/Alterations,University,Interior Alterations,1265,MILITARY,TRL, ,M1C,363830,E2532,2023-03-31,2023-05-11,,Inspection,"Proposal for Interior lab reno including upgrades to all finishes, HVAC, lighting and plumbing",580000
23 129556 BLD,Building Additions/Alterations,University,Interior Alterations,35,ST GEORGE,ST, ,M5S,11227024,S1139,2023-03-31,2023-06-07,,Permit Issued,"Proposal for interior alterations to a small portion of the existing 3rd floor level in the University of Toronto Galbraith Building.  The work includes renovation to an existing men's washroom to be converted into a new men's washroom, a new women's washroom & a new universal washroom.",220000
23 130531 BLD,Building Additions/Alterations,Hospital,Interior Alterations,30,BOND,ST, ,M5B,773891,S1332,2023-04-04,2023-05-31,,Permit Issued,"Partial demolition of interior partition walls and cailings, and redesign and reinstallation of interior layout on the 9th floor of the Cardinal Carter Wing, St. Michael's Hospital.",500000
23 132588 BLD,Building Additions/Alterations,Hospital,Interior Alterations,600,UNIVERSITY,AVE, ,M5G,7792698,S1144,2023-04-11,2023-04-26,,Permit Issued,"Interior alterations to the existing 2 patient holding bays, existing office to be converted into patient bay, with an added sink and existing meeting room with new finishes, kitchenette to be relocated from corridor to within meeting room. Mt. Sinai Hospital - 16 Floor Cath Lab.",250000
23 133605 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,298,LONSDALE,RD, ,M4V,834715,S1231,2023-10-16,2023-11-10,,Revision Issued,REVISION - re-submission for the building sprinkler permitProposal to construct interior alterations to the Boarding Commons space with upgrades to the existing HVAC and plumbing system. ,0
23 134061 BLD,Building Additions/Alterations,University,Interior Alterations,300,HURON,ST, ,M5S,823531,S1139,2023-04-14,2023-05-08,,Inspection,Interior alterations to room 211 and 212 ,100000
23 134112 BLD,Building Additions/Alterations,Hospital,Interior Alterations,30,BOND,ST, ,M5B,773891,S1332,2023-04-14,2023-05-30,,Inspection,"Infill of Level 1, 2 and 3 existing elevator shafts with concrete slab, with alteration to B1 elevator shaft. Structural scope involves framing concrete and B1 slab on grade. Infilled elevator shaft will be used to house mechanical equipment.",0
23 135838 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,116,CORNELIUS,PKWY, ,M6L,502996,W0523,2023-04-19,2023-08-16,,Inspection,Proposal for interior alterations to an existing elementary school - Conseil Scolaire Viamonde UPGRADE / RENOVATION OF EXISTING ROOMS / AREAS. EXISTING NUMBER OF ROOMS (CLASSROOMS AND OFFICES) TO REMAIN. New fenced generator on a concrete pad,3025000
23 137269 BLD,Building Additions/Alterations,University,Interior Alterations,256,MC CAUL,ST, ,M5T,7795695,S1144,2023-04-24,2023-05-16,,Permit Issued,Proposal for interior alterations - renovate a partial area of the 3rd floor for the University of Toronto's Facilities and Services offices. installation of new rooftop RTU and steel structure,1500000
23 137449 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,1982,BLOOR,ST,W,M6P,773503,S0428,2023-04-24,2023-05-31,,Inspection,CHANGE OF USE AND INTERIOR ALTERATIONS FOR GROUP A-2 'LEARNING CENTRE' (LITTLE KITCHEN ACADEMY),400000
23 137904 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,1075,BAY,ST, ,M5S,768430,S1321,2023-04-25,2023-07-10,,Permit Issued,Proposed change of use from office to training school and interior alterations to suite new use,50000
23 139877 BLD,Building Additions/Alterations,Hospital,Interior Alterations,4001,LESLIE,ST, ,M2K,536800,N1729,2023-05-01,2023-06-02,,Inspection,Proposal for interior alterations (35m2) to ground floor of North York General Hospital.,120000
